enc,bench,method,top_k,success,token_used,iter_used,delta_mrr,delta_ndcg,delta_cos
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,-0.00012259731161609524,0.0,-0.15391671657562256
bert-base-uncased,scifact,random,10,0,5,0,-0.00012259731161609524,0.0,-0.15391671657562256
bert-base-uncased,scifact,random,20,0,5,0,-0.00012259731161609524,0.0,-0.15391671657562256
bert-base-uncased,scifact,greedy,1,0,3,0,0.009173973914965737,0.0,0.023493647575378418
bert-base-uncased,scifact,greedy,10,0,3,0,0.009173973914965737,0.0,0.023493647575378418
bert-base-uncased,scifact,greedy,20,0,3,0,0.009173973914965737,0.0,0.023493647575378418
bert-base-uncased,scifact,ggpp,1,0,5,0,0.038645518630412885,0.0,-0.012975811958312988
bert-base-uncased,scifact,ggpp,10,0,5,0,0.038645518630412885,0.0,-0.012975811958312988
bert-base-uncased,scifact,ggpp,20,0,5,0,0.038645518630412885,0.0,-0.012975811958312988
bert-base-uncased,scifact,de,1,0,5,219,0.0034723584572527175,0.0,-0.09194624423980713
bert-base-uncased,scifact,de,10,0,5,219,0.0034723584572527175,0.0,-0.09194624423980713
bert-base-uncased,scifact,de,20,0,5,219,0.0034723584572527175,0.0,-0.09194624423980713
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,0.008402908699165094,0.0,-0.035858154296875
bert-base-uncased,scifact,random,10,0,5,0,0.008402908699165094,0.0,-0.035858154296875
bert-base-uncased,scifact,random,20,0,5,0,0.008402908699165094,0.0,-0.035858154296875
bert-base-uncased,scifact,greedy,1,0,3,0,0.05130023640661938,0.23540891336663824,-0.024779677391052246
bert-base-uncased,scifact,greedy,10,0,3,0,0.05130023640661938,0.23540891336663824,-0.024779677391052246
bert-base-uncased,scifact,greedy,20,1,3,0,0.05130023640661938,0.23540891336663824,-0.024779677391052246
bert-base-uncased,scifact,ggpp,1,1,5,0,0.9957446808510638,1.0,0.06628298759460449
bert-base-uncased,scifact,ggpp,10,1,5,0,0.9957446808510638,1.0,0.06628298759460449
bert-base-uncased,scifact,ggpp,20,1,5,0,0.9957446808510638,1.0,0.06628298759460449
bert-base-uncased,scifact,de,1,0,2,77,0.04574468085106383,0.227670248696953,-0.05641460418701172
bert-base-uncased,scifact,de,10,0,2,77,0.04574468085106383,0.227670248696953,-0.05641460418701172
bert-base-uncased,scifact,de,20,1,2,77,0.04574468085106383,0.227670248696953,-0.05641460418701172
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,8.883267838053518e-05,0.0,-0.039678990840911865
bert-base-uncased,scifact,random,10,0,5,0,8.883267838053518e-05,0.0,-0.039678990840911865
bert-base-uncased,scifact,random,20,0,5,0,8.883267838053518e-05,0.0,-0.039678990840911865
bert-base-uncased,scifact,greedy,1,0,3,0,0.025132357521021487,0.0,0.007548511028289795
bert-base-uncased,scifact,greedy,10,0,3,0,0.025132357521021487,0.0,0.007548511028289795
bert-base-uncased,scifact,greedy,20,0,3,0,0.025132357521021487,0.0,0.007548511028289795
bert-base-uncased,scifact,ggpp,1,0,5,0,0.0016255568113822218,0.0,0.10974180698394775
bert-base-uncased,scifact,ggpp,10,0,5,0,0.0016255568113822218,0.0,0.10974180698394775
bert-base-uncased,scifact,ggpp,20,0,5,0,0.0016255568113822218,0.0,0.10974180698394775
bert-base-uncased,scifact,de,1,0,5,227,0.0006649968828271117,0.0,0.06518137454986572
bert-base-uncased,scifact,de,10,0,5,227,0.0006649968828271117,0.0,0.06518137454986572
bert-base-uncased,scifact,de,20,0,5,227,0.0006649968828271117,0.0,0.06518137454986572
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,0.0004001421557658642,0.0,-0.006372570991516113
bert-base-uncased,scifact,random,10,0,5,0,0.0004001421557658642,0.0,-0.006372570991516113
bert-base-uncased,scifact,random,20,0,5,0,0.0004001421557658642,0.0,-0.006372570991516113
bert-base-uncased,scifact,greedy,1,0,3,0,0.00030441020522737196,0.0,-0.08943337202072144
bert-base-uncased,scifact,greedy,10,0,3,0,0.00030441020522737196,0.0,-0.08943337202072144
bert-base-uncased,scifact,greedy,20,0,3,0,0.00030441020522737196,0.0,-0.08943337202072144
bert-base-uncased,scifact,ggpp,1,0,5,0,0.019841875515125614,0.0,0.07837331295013428
bert-base-uncased,scifact,ggpp,10,0,5,0,0.019841875515125614,0.0,0.07837331295013428
bert-base-uncased,scifact,ggpp,20,0,5,0,0.019841875515125614,0.0,0.07837331295013428
bert-base-uncased,scifact,de,1,0,5,209,0.0020254873829015107,0.0,-0.04823887348175049
bert-base-uncased,scifact,de,10,0,5,209,0.0020254873829015107,0.0,-0.04823887348175049
bert-base-uncased,scifact,de,20,0,5,209,0.0020254873829015107,0.0,-0.04823887348175049
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,0.004161898992618519,0.0,-0.009241640567779541
bert-base-uncased,scifact,random,10,0,5,0,0.004161898992618519,0.0,-0.009241640567779541
bert-base-uncased,scifact,random,20,0,5,0,0.004161898992618519,0.0,-0.009241640567779541
bert-base-uncased,scifact,greedy,1,0,3,0,0.06480446927374302,0.25,-0.06416213512420654
bert-base-uncased,scifact,greedy,10,0,3,0,0.06480446927374302,0.25,-0.06416213512420654
bert-base-uncased,scifact,greedy,20,1,3,0,0.06480446927374302,0.25,-0.06416213512420654
bert-base-uncased,scifact,ggpp,1,0,5,0,0.00784654047115402,0.0,-0.0025758743286132812
bert-base-uncased,scifact,ggpp,10,0,5,0,0.00784654047115402,0.0,-0.0025758743286132812
bert-base-uncased,scifact,ggpp,20,0,5,0,0.00784654047115402,0.0,-0.0025758743286132812
bert-base-uncased,scifact,de,1,0,5,187,0.00023423866577655986,0.0,-0.0234527587890625
bert-base-uncased,scifact,de,10,0,5,187,0.00023423866577655986,0.0,-0.0234527587890625
bert-base-uncased,scifact,de,20,0,5,187,0.00023423866577655986,0.0,-0.0234527587890625
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,0.0001928262605263556,0.0,-0.0033711791038513184
bert-base-uncased,scifact,random,10,0,5,0,0.0001928262605263556,0.0,-0.0033711791038513184
bert-base-uncased,scifact,random,20,0,5,0,0.0001928262605263556,0.0,-0.0033711791038513184
bert-base-uncased,scifact,greedy,1,0,3,0,0.010262725779967159,0.0,-0.008481085300445557
bert-base-uncased,scifact,greedy,10,0,3,0,0.010262725779967159,0.0,-0.008481085300445557
bert-base-uncased,scifact,greedy,20,0,3,0,0.010262725779967159,0.0,-0.008481085300445557
bert-base-uncased,scifact,ggpp,1,0,5,0,0.0038224447495221947,0.0,0.09350812435150146
bert-base-uncased,scifact,ggpp,10,0,5,0,0.0038224447495221947,0.0,0.09350812435150146
bert-base-uncased,scifact,ggpp,20,0,5,0,0.0038224447495221947,0.0,0.09350812435150146
bert-base-uncased,scifact,de,1,0,5,179,0.0008149663322077115,0.0,0.045286357402801514
bert-base-uncased,scifact,de,10,0,5,179,0.0008149663322077115,0.0,0.045286357402801514
bert-base-uncased,scifact,de,20,0,5,179,0.0008149663322077115,0.0,0.045286357402801514
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,0.01199375038294222,0.0,-0.0799986720085144
bert-base-uncased,scifact,random,10,0,5,0,0.01199375038294222,0.0,-0.0799986720085144
bert-base-uncased,scifact,random,20,0,5,0,0.01199375038294222,0.0,-0.0799986720085144
bert-base-uncased,scifact,greedy,1,0,3,0,0.009946966757211228,0.0,-0.10998010635375977
bert-base-uncased,scifact,greedy,10,0,3,0,0.009946966757211228,0.0,-0.10998010635375977
bert-base-uncased,scifact,greedy,20,0,3,0,0.009946966757211228,0.0,-0.10998010635375977
bert-base-uncased,scifact,ggpp,1,0,5,0,0.015502522312766782,0.0,0.039090871810913086
bert-base-uncased,scifact,ggpp,10,0,5,0,0.015502522312766782,0.0,0.039090871810913086
bert-base-uncased,scifact,ggpp,20,0,5,0,0.015502522312766782,0.0,0.039090871810913086
bert-base-uncased,scifact,de,1,0,5,229,0.005371803358518418,0.0,-0.07930898666381836
bert-base-uncased,scifact,de,10,0,5,229,0.005371803358518418,0.0,-0.07930898666381836
bert-base-uncased,scifact,de,20,0,5,229,0.005371803358518418,0.0,-0.07930898666381836
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,-0.0012157130917103548,0.0,-0.016147732734680176
bert-base-uncased,scifact,random,10,0,5,0,-0.0012157130917103548,0.0,-0.016147732734680176
bert-base-uncased,scifact,random,20,0,5,0,-0.0012157130917103548,0.0,-0.016147732734680176
bert-base-uncased,scifact,greedy,1,0,3,0,0.24065420560747663,0.43067655807339306,-0.023685932159423828
bert-base-uncased,scifact,greedy,10,1,3,0,0.24065420560747663,0.43067655807339306,-0.023685932159423828
bert-base-uncased,scifact,greedy,20,1,3,0,0.24065420560747663,0.43067655807339306,-0.023685932159423828
bert-base-uncased,scifact,ggpp,1,0,5,0,0.08156329651656755,0.27894294565112987,0.009533166885375977
bert-base-uncased,scifact,ggpp,10,0,5,0,0.08156329651656755,0.27894294565112987,0.009533166885375977
bert-base-uncased,scifact,ggpp,20,1,5,0,0.08156329651656755,0.27894294565112987,0.009533166885375977
bert-base-uncased,scifact,de,1,0,3,99,0.04620976116303219,0.23540891336663824,-0.006382882595062256
bert-base-uncased,scifact,de,10,0,3,99,0.04620976116303219,0.23540891336663824,-0.006382882595062256
bert-base-uncased,scifact,de,20,1,3,99,0.04620976116303219,0.23540891336663824,-0.006382882595062256
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,-5.224371385195974e-05,0.0,-0.009925246238708496
bert-base-uncased,scifact,random,10,0,5,0,-5.224371385195974e-05,0.0,-0.009925246238708496
bert-base-uncased,scifact,random,20,0,5,0,-5.224371385195974e-05,0.0,-0.009925246238708496
bert-base-uncased,scifact,greedy,1,0,3,0,0.00812163066840492,0.0,0.0048490166664123535
bert-base-uncased,scifact,greedy,10,0,3,0,0.00812163066840492,0.0,0.0048490166664123535
bert-base-uncased,scifact,greedy,20,0,3,0,0.00812163066840492,0.0,0.0048490166664123535
bert-base-uncased,scifact,ggpp,1,0,5,0,0.0021422091968459982,0.0,-0.0036854147911071777
bert-base-uncased,scifact,ggpp,10,0,5,0,0.0021422091968459982,0.0,-0.0036854147911071777
bert-base-uncased,scifact,ggpp,20,0,5,0,0.0021422091968459982,0.0,-0.0036854147911071777
bert-base-uncased,scifact,de,1,0,5,195,1.2755264735519675e-05,0.0,-0.05556070804595947
bert-base-uncased,scifact,de,10,0,5,195,1.2755264735519675e-05,0.0,-0.05556070804595947
bert-base-uncased,scifact,de,20,0,5,195,1.2755264735519675e-05,0.0,-0.05556070804595947
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,-0.00013263074882603862,0.0,-0.01950705051422119
bert-base-uncased,scifact,random,10,0,5,0,-0.00013263074882603862,0.0,-0.01950705051422119
bert-base-uncased,scifact,random,20,0,5,0,-0.00013263074882603862,0.0,-0.01950705051422119
bert-base-uncased,scifact,greedy,1,0,3,0,0.00585171568627451,0.0,-0.06689924001693726
bert-base-uncased,scifact,greedy,10,0,3,0,0.00585171568627451,0.0,-0.06689924001693726
bert-base-uncased,scifact,greedy,20,0,3,0,0.00585171568627451,0.0,-0.06689924001693726
bert-base-uncased,scifact,ggpp,1,0,5,0,0.0018853695324283562,0.0,-0.08608365058898926
bert-base-uncased,scifact,ggpp,10,0,5,0,0.0018853695324283562,0.0,-0.08608365058898926
bert-base-uncased,scifact,ggpp,20,0,5,0,0.0018853695324283562,0.0,-0.08608365058898926
bert-base-uncased,scifact,de,1,0,5,187,0.020261437908496733,0.0,0.02500772476196289
bert-base-uncased,scifact,de,10,0,5,187,0.020261437908496733,0.0,0.02500772476196289
bert-base-uncased,scifact,de,20,0,5,187,0.020261437908496733,0.0,0.02500772476196289
bert-base-uncased,scifact,none,1,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,10,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,none,20,0,0,0,0.0,0.0,0.0
bert-base-uncased,scifact,random,1,0,5,0,-0.005544354838709679,0.0,-0.03832089900970459
bert-base-uncased,scifact,random,10,0,5,0,-0.005544354838709679,0.0,-0.03832089900970459
bert-base-uncased,scifact,random,20,0,5,0,-0.005544354838709679,0.0,-0.03832089900970459
bert-base-uncased,scifact,greedy,1,0,3,0,0.02049731182795699,0.0,0.03761136531829834
